,id,title,sentence,title_sentence
74,AC-B-00074,교량 클라이밍폼 작업발판이 파단되면서 함께 떨어짐(사망1명),"교량 기둥 거푸집(클라이밍 폼) 인양 중 거푸집에 부착된 작업발판 고정용 폼타이 볼트 용접부위가 파단, 피재자가 작업발판과 함께 15m 아래로 떨어져 사망","교량 클라이밍폼 작업발판이 파단되면서 함께 떨어짐(사망1명),교량 기둥 거푸집(클라이밍 폼) 인양 중 거푸집에 부착된 작업발판 고정용 폼타이 볼트 용접부위가 파단, 피재자가 작업발판과 함께 15m 아래로 떨어져 사망"
75,AC-B-00075,"교량 PSC빔 거치작업 중 떨어짐(사망1명, 부상2명)","이동식크레인 2대(250톤, 300톤)를 이용하여 PSC빔 거치작업을 진행 중, 지상높이 17m 지점에서 PSC빔 거치를 완료하고 빔 상부에 올라서서 이동식크레인 후크해지작업 중 빔이 넘어지면서 낙하, 빔과 함께 떨어져 1명 사망, 코핑 상부에 서서 보조작업을 하던 2명 부상","교량 PSC빔 거치작업 중 떨어짐(사망1명, 부상2명),이동식크레인 2대(250톤, 300톤)를 이용하여 PSC빔 거치작업을 진행 중, 지상높이 17m 지점에서 PSC빔 거치를 완료하고 빔 상부에 올라서서 이동식크레인 후크해지작업 중 빔이 넘어지면서 낙하, 빔과 함께 떨어져 1명 사망, 코핑 상부에 서서 보조작업을 하던 2명 부상"
76,AC-B-00076,철거 중인 벽체가 넘어지면서 피재자가 깔림(사망 1명),"OO지원센터 이전 개보수 철거공사 현장에서 지상 2층 조적 벽체 철거 작업(해머 항타) 중 벽체가 무너지면서 반대편에 위치하고 있던 피재자(남, 45세)가 깔려 사망한 재해임","철거 중인 벽체가 넘어지면서 피재자가 깔림(사망 1명),OO지원센터 이전 개보수 철거공사 현장에서 지상 2층 조적 벽체 철거 작업(해머 항타) 중 벽체가 무너지면서 반대편에 위치하고 있던 피재자(남, 45세)가 깔려 사망한 재해임"
77,AC-B-00077,터널내부 Rail 제거작업 중 유입수에 의해 작업자 익사(7명 사망),"근로자 8명이 송수터널 내부에서 바닥청소 및 Rail제거 작업을 진행하던 중 장마철 호우로 인해 한강 수위가 급상승 하면서 도달기지 상부로 한강물이 유입되어, 도달기지 하부 터널 입구에 설치해 놓은 차단막(강판)이 수압을 견디지 못하고 파손, 근로자 8명 중 1명이 탈출하여 생존하였고 6명이 수몰되어 사망하였으며 1명이 구조되었으나 사망한 재해임.","터널내부 Rail 제거작업 중 유입수에 의해 작업자 익사(7명 사망),근로자 8명이 송수터널 내부에서 바닥청소 및 Rail제거 작업을 진행하던 중 장마철 호우로 인해 한강 수위가 급상승 하면서 도달기지 상부로 한강물이 유입되어, 도달기지 하부 터널 입구에 설치해 놓은 차단막(강판)이 수압을 견디지 못하고 파손, 근로자 8명 중 1명이 탈출하여 생존하였고 6명이 수몰되어 사망하였으며 1명이 구조되었으나 사망한 재해임."
78,AC-B-00078,해머로 콘크리트 파쇄작업 중 감전 사망(사망 1명),"철거공사 현장에서 피재자가(보통인부, 24세, 남) 파괴해머(Rotary Hammer)를 사용하여 철골기둥 하부의 콘크리트를 파쇄 하던 중 파괴해머에 접촉 감전·사망한 재해임","해머로 콘크리트 파쇄작업 중 감전 사망(사망 1명),철거공사 현장에서 피재자가(보통인부, 24세, 남) 파괴해머(Rotary Hammer)를 사용하여 철골기둥 하부의 콘크리트를 파쇄 하던 중 파괴해머에 접촉 감전·사망한 재해임"
79,AC-B-00079,ACS폼 인상작업 중 벽체 지지볼트가 빠지면서 ACS폼이 떨어지면서 함..,타워동 42층 코어(Core) 외측 ACS폼 인상 작업 중 ACS폼의 하중을 지지하는 볼트가 콘크리트 벽체에 매립된 앵커에서 빠져 ACS폼이 떨어지면서 ACS폼 내부에 있던 피재자가 ACS폼과 함께 24층 철골상부로 떨어져(H≒85m) 사망,"ACS폼 인상작업 중 벽체 지지볼트가 빠지면서 ACS폼이 떨어지면서 함..,타워동 42층 코어(Core) 외측 ACS폼 인상 작업 중 ACS폼의 하중을 지지하는 볼트가 콘크리트 벽체에 매립된 앵커에서 빠져 ACS폼이 떨어지면서 ACS폼 내부에 있던 피재자가 ACS폼과 함께 24층 철골상부로 떨어져(H≒85m) 사망"
80,AC-B-00080,터널 막장면 천공 후 장약작업 중 막장면 상부 암반이 무너짐(2명 사..,지하 약 46m 깊이의 터널굴진 작업장에서 터널보조공 2명이 천공 작업 완료 후 막장면 장약 작업을 실시하던 중 막장면 우측상부의 부석이 무너지면서 매몰되어 2명이 사망,"터널 막장면 천공 후 장약작업 중 막장면 상부 암반이 무너짐(2명 사..,지하 약 46m 깊이의 터널굴진 작업장에서 터널보조공 2명이 천공 작업 완료 후 막장면 장약 작업을 실시하던 중 막장면 우측상부의 부석이 무너지면서 매몰되어 2명이 사망"
81,AC-B-00081,돌쌓기 작업 중 선회하던 굴삭기후면과 전석사이에 끼임(사망 1명),"OO산림조합 소속 근로자인 피재자(남, 석공, 69세)가 전석 쌓기(돌쌓기) 작업 중에 방향전환을 위해 선회하던 굴삭기 후면(카운트 웨이트 부분)과 전석사이에 끼여 사망","돌쌓기 작업 중 선회하던 굴삭기후면과 전석사이에 끼임(사망 1명),OO산림조합 소속 근로자인 피재자(남, 석공, 69세)가 전석 쌓기(돌쌓기) 작업 중에 방향전환을 위해 선회하던 굴삭기 후면(카운트 웨이트 부분)과 전석사이에 끼여 사망"
82,AC-B-00082,타워크레인 해체공사 중 붐대가 꺾이면서 2명이 떨어짐(2명사망),타워크레인 해체공사 중에 타워크레인 최상부의 수평 붐대가 좌우로 꺾이면서 작업대 위에서 작업하던 근로자 4명 중 2명이 지상으로 떨어져 사망한 재해임,"타워크레인 해체공사 중 붐대가 꺾이면서 2명이 떨어짐(2명사망),타워크레인 해체공사 중에 타워크레인 최상부의 수평 붐대가 좌우로 꺾이면서 작업대 위에서 작업하던 근로자 4명 중 2명이 지상으로 떨어져 사망한 재해임"
83,AC-B-00083,백호가 버켓을 밀어 굴러떨어지면서 성토부 하부에서 작업중이던 피재..,백호가 후진하던 중 내려놓은 버켓을 밀어 버켓이 약 7m 굴러 성토부 선단부 하부에서 집수정 설치 작업을 준비중이던 피재자를 덮쳐 사망한 재해임,"백호가 버켓을 밀어 굴러떨어지면서 성토부 하부에서 작업중이던 피재..,백호가 후진하던 중 내려놓은 버켓을 밀어 버켓이 약 7m 굴러 성토부 선단부 하부에서 집수정 설치 작업을 준비중이던 피재자를 덮쳐 사망한 재해임"
84,AC-B-00084,고소작업대에 탑승하여 이동 중 붐이 꺾이면서 지상으로 추락(사망2명,빌라 구조물 외벽 도장공사를 위한 면고르기 및 퍼티작업을 위해 근로자 2명이 고소작업대(스카이)에 탑승하여 상부로 이동 중 작업대 하부의 상하수평 실린더 힌지 고정판이 파단되어 아래로 꺾이면서 약 6m 아래의 지상바닥으로 떨어져 사망한 재해임,"고소작업대에 탑승하여 이동 중 붐이 꺾이면서 지상으로 추락(사망2명,빌라 구조물 외벽 도장공사를 위한 면고르기 및 퍼티작업을 위해 근로자 2명이 고소작업대(스카이)에 탑승하여 상부로 이동 중 작업대 하부의 상하수평 실린더 힌지 고정판이 파단되어 아래로 꺾이면서 약 6m 아래의 지상바닥으로 떨어져 사망한 재해임"
85,AC-B-00085,흙막이 가시설 상부에서 철근자재를 바닥으로 운반하던 중 떨어짐(사..,피재자가 안전대 미체결 상태에서 흙막이 가시설(스트러트) 상부에 올라가 무인 타워크레인(2Ton)을 조종하여 지상에 적재된 철근자재를 지하 1층 바닥으로 운반하던 중 몸의 균형을 잃고 약 6.2m 아래 지하 1층 바닥으로 떨어져 사망한 재해임.,"흙막이 가시설 상부에서 철근자재를 바닥으로 운반하던 중 떨어짐(사..,피재자가 안전대 미체결 상태에서 흙막이 가시설(스트러트) 상부에 올라가 무인 타워크레인(2Ton)을 조종하여 지상에 적재된 철근자재를 지하 1층 바닥으로 운반하던 중 몸의 균형을 잃고 약 6.2m 아래 지하 1층 바닥으로 떨어져 사망한 재해임."
86,AC-B-00086,지붕판넬 해체작업 중 몸의 중심을 잃고 떨어짐(사망 1명),"공장동 지붕판넬 해체공사 현장에서 지붕재(썬라이트, 천막지) 고정용 각파이프를 해체하던 중 몸의 중심을 잃고 콘크리트 바닥으로 떨어짐  ","지붕판넬 해체작업 중 몸의 중심을 잃고 떨어짐(사망 1명),공장동 지붕판넬 해체공사 현장에서 지붕재(썬라이트, 천막지) 고정용 각파이프를 해체하던 중 몸의 중심을 잃고 콘크리트 바닥으로 떨어짐  "
87,AC-B-00087,"지게차가 곡선 주행로를 돌던 중 전도, 피재자를 덮쳐 끼임(사망 1명)","지하2층 기초 콘크리트 바닥 위에 강관파이프 결속용 클램프가 담겨있던 마대 자루를 지게차 포크에 매달고 운반하는 과정에서 곡선 주행로를 돌던 중 지게차가 전도, 피재자의 몸을 덮쳐 끼여서 사망한 재해임  ","지게차가 곡선 주행로를 돌던 중 전도, 피재자를 덮쳐 끼임(사망 1명),지하2층 기초 콘크리트 바닥 위에 강관파이프 결속용 클램프가 담겨있던 마대 자루를 지게차 포크에 매달고 운반하는 과정에서 곡선 주행로를 돌던 중 지게차가 전도, 피재자의 몸을 덮쳐 끼여서 사망한 재해임  "
88,AC-B-00088,배관 조립작업을 위해 A형 사다리 위에서 작업 중 추락(사망 1명),스프링쿨러 배관 조립작업을 위하여 피재자가 A형 사다리 위에서 작업을 하던 중 스프링쿨러 배관의 지지를 위해 천장에 매립되어 있던 Strong Anchor(?14mm)가 이탈되어 스프링쿨러 배관이 A형 사다리 위로 떨어지며 충격을 주어 전도되면서 콘크리트 바닥으로 추락(H=2.0m)한 재해임  ,"배관 조립작업을 위해 A형 사다리 위에서 작업 중 추락(사망 1명),스프링쿨러 배관 조립작업을 위하여 피재자가 A형 사다리 위에서 작업을 하던 중 스프링쿨러 배관의 지지를 위해 천장에 매립되어 있던 Strong Anchor(?14mm)가 이탈되어 스프링쿨러 배관이 A형 사다리 위로 떨어지며 충격을 주어 전도되면서 콘크리트 바닥으로 추락(H=2.0m)한 재해임  "
89,AC-B-00089,고속철도 전기공급선 거치대 설치 중 추락(사망 2명),"카고크레인 단부에 장착한 버켓에 피재자 2명이 탑승하여 터널천정에 하수강(Drop Support)을 부착 후 크레인 이동도중 버켓을 지지하던 볼트가 파단되어 버켓과 함께 작업자 2명이 6M 아래 콘크리트 바닥으로 추락, 사망한 재해임.  ","고속철도 전기공급선 거치대 설치 중 추락(사망 2명),카고크레인 단부에 장착한 버켓에 피재자 2명이 탑승하여 터널천정에 하수강(Drop Support)을 부착 후 크레인 이동도중 버켓을 지지하던 볼트가 파단되어 버켓과 함께 작업자 2명이 6M 아래 콘크리트 바닥으로 추락, 사망한 재해임.  "
90,AC-B-00090,굴삭기 옆을 지나가던 중 굴삭기와 충돌(사망 1명),"호텔 신축공사현장에서 용접공인 피재자가 작업공구를 가지러 굴삭기 옆을 지나가던 중 굴착토 상차를 위해 회전하던 굴삭기와 충돌, 사망한 재해임.  ","굴삭기 옆을 지나가던 중 굴삭기와 충돌(사망 1명),호텔 신축공사현장에서 용접공인 피재자가 작업공구를 가지러 굴삭기 옆을 지나가던 중 굴착토 상차를 위해 회전하던 굴삭기와 충돌, 사망한 재해임.  "
91,AC-B-00091,외부비계에 설치된 P.S.P 상부에서 천공 보조작업 중 추락(사망 1명),"  병원 신축공사 현장에서 협력업체 소속 피재자가 지상 4층 외부 비계에 설치된 P.S.P(아나방)에서 5층 바닥 캐노피 우수드레인 천공작업 시 아래로 떨어지는 물을 받기 위하여 천공지점 하부에 버켓을 받치고 있던 중 P.S.P 단부에서 몸의 중심을 잃고 약 20m 아래 지하 1층 토사 바닥으로 추락, 사망한 재해임  ","외부비계에 설치된 P.S.P 상부에서 천공 보조작업 중 추락(사망 1명),  병원 신축공사 현장에서 협력업체 소속 피재자가 지상 4층 외부 비계에 설치된 P.S.P(아나방)에서 5층 바닥 캐노피 우수드레인 천공작업 시 아래로 떨어지는 물을 받기 위하여 천공지점 하부에 버켓을 받치고 있던 중 P.S.P 단부에서 몸의 중심을 잃고 약 20m 아래 지하 1층 토사 바닥으로 추락, 사망한 재해임  "
92,AC-B-00092,"버킷에 탑승하여 상승 중 버킷과 함께 추락(사망 2명, 부상 1명)","  집수정 바닥의 굴착 작업 후 크레인에 연결된 버킷에 탑승하여 지상으로올라오던 중, 와이어로프의 연결부가 분리되면서 버킷과 함께 추락.  ","버킷에 탑승하여 상승 중 버킷과 함께 추락(사망 2명, 부상 1명),  집수정 바닥의 굴착 작업 후 크레인에 연결된 버킷에 탑승하여 지상으로올라오던 중, 와이어로프의 연결부가 분리되면서 버킷과 함께 추락.  "
93,AC-B-00093,"콘크리트 타설 중 시스템동바리 붕괴(사망 1명, 부상 3명)","  옥상층 슬래브 콘크리트 타설 중 시스템동바리가 붕괴되면서 콘크리트타설 작업자 4명이 추락하여 사망1명, 부상 3명. ","콘크리트 타설 중 시스템동바리 붕괴(사망 1명, 부상 3명),  옥상층 슬래브 콘크리트 타설 중 시스템동바리가 붕괴되면서 콘크리트타설 작업자 4명이 추락하여 사망1명, 부상 3명. "
94,AC-B-00094,아웃트리거의 받침대 파단으로 이동식 크레인 전도(사망 1명),  설치해 놓은 아웃트리거의 받침대(목재) 파단으로 이동식 크레인이 전도되면서낙하하는 붐에 하부의 근로자가 충돌하여 사망. ,"아웃트리거의 받침대 파단으로 이동식 크레인 전도(사망 1명),  설치해 놓은 아웃트리거의 받침대(목재) 파단으로 이동식 크레인이 전도되면서낙하하는 붐에 하부의 근로자가 충돌하여 사망. "
95,AC-B-00095,고소작업대의 붐 파손으로 탑승 근로자 추락 (사망 2명),"  건물 외벽에 LED 조명등 설치 작업을 위하여, 고소작업대에 탑승하여 작업위치까지 붐을 인출하던 중, 붐이 파손되어 탑승 근로자 추락. ","고소작업대의 붐 파손으로 탑승 근로자 추락 (사망 2명),  건물 외벽에 LED 조명등 설치 작업을 위하여, 고소작업대에 탑승하여 작업위치까지 붐을 인출하던 중, 붐이 파손되어 탑승 근로자 추락. "
96,AC-B-00096,"철도 위에서 궤도차량과 작업대차 충돌 (사망 1명, 부상 8명)","  자재운반용 작업대차에 케이블 드럼을 싣고 운반 중, 앞서가던 궤도차량(케이블 드럼 운반)에 충돌. ","철도 위에서 궤도차량과 작업대차 충돌 (사망 1명, 부상 8명),  자재운반용 작업대차에 케이블 드럼을 싣고 운반 중, 앞서가던 궤도차량(케이블 드럼 운반)에 충돌. "
97,AC-B-00097,"지하층 천장에 시공된 우레탄폼에 화재 발생 (사망 4명, 부상 9명)","  건물 지하층 천장에 시공된 우레탄폼에 화재가 발생하여, 작업 중이던 근로자들이 유독가스 중독 등으로 인하여 4명이 사망, 9명 부상. ","지하층 천장에 시공된 우레탄폼에 화재 발생 (사망 4명, 부상 9명),  건물 지하층 천장에 시공된 우레탄폼에 화재가 발생하여, 작업 중이던 근로자들이 유독가스 중독 등으로 인하여 4명이 사망, 9명 부상. "
98,AC-B-00098,터널 내부의 천장에서 낙반 발생 (사망 2명),"  터널 굴착공사 작업 진행 중, 천장부 암석이 붕괴되어 하부에서 터널 바닥 정리(숏크리트 잔재 처리) 작업 중이던 근로자 2명(굴삭기 운전원 포함)이 낙석 더미에 깔림. ","터널 내부의 천장에서 낙반 발생 (사망 2명),  터널 굴착공사 작업 진행 중, 천장부 암석이 붕괴되어 하부에서 터널 바닥 정리(숏크리트 잔재 처리) 작업 중이던 근로자 2명(굴삭기 운전원 포함)이 낙석 더미에 깔림. "
99,AC-B-00099,"지붕재 보수 작업 중 추락 (사망 2명, 부상 1명)","  건물 지붕 보수 작업 중, 지붕재로 사용된 선라이트(sunlight)가 파손되면서지상 1층 콘크리트 바닥으로 추락(높이 약 7미터)하여 2명 사망, 1명 부상한 재해임. ","지붕재 보수 작업 중 추락 (사망 2명, 부상 1명),  건물 지붕 보수 작업 중, 지붕재로 사용된 선라이트(sunlight)가 파손되면서지상 1층 콘크리트 바닥으로 추락(높이 약 7미터)하여 2명 사망, 1명 부상한 재해임. "
100,AC-B-00100,데크플레이트 탈락으로 추락 (사망 2명),"  건물 옥탑의 지붕 슬래프 타설 작업 중, 데크플레이트가 탈락되면서 상부의근로자 2명이 추락(높이 약 35m)하여 사망한 재해임. ","데크플레이트 탈락으로 추락 (사망 2명),  건물 옥탑의 지붕 슬래프 타설 작업 중, 데크플레이트가 탈락되면서 상부의근로자 2명이 추락(높이 약 35m)하여 사망한 재해임. "
101,AC-B-00101,아파트 외벽 갱폼 해체 중 추락 (사망1명),"  아파트 외벽 갱폼을 해체 작업 중, 갱폼이 외벽으로부터 탈락되면서 탑승하여작업하던 근로자가 갱폼과 함께 추락한 재해임. ","아파트 외벽 갱폼 해체 중 추락 (사망1명),  아파트 외벽 갱폼을 해체 작업 중, 갱폼이 외벽으로부터 탈락되면서 탑승하여작업하던 근로자가 갱폼과 함께 추락한 재해임. "
102,AC-B-00102,우수 암거의 내부 보수 작업 중 익사 (사망2명),"  지하 우수 암거(雨水 暗渠) 내부에서 벽체 등의 보수작업 중, 갑자기 내린호우가 유입되자, 미처 대피를 못한 근로자 2명이 익사한 재해임. ","우수 암거의 내부 보수 작업 중 익사 (사망2명),  지하 우수 암거(雨水 暗渠) 내부에서 벽체 등의 보수작업 중, 갑자기 내린호우가 유입되자, 미처 대피를 못한 근로자 2명이 익사한 재해임. "
103,AC-B-00103,굴착 사면 하부에서 작업 중 낙석에 충돌 (사망 1명),"  굴착 사면 하부(터널 입구 주변)에서 거푸집 자재 정리 작업 중, 굴착사면에서 발생한 낙석에 충돌하여 사망. ","굴착 사면 하부에서 작업 중 낙석에 충돌 (사망 1명),  굴착 사면 하부(터널 입구 주변)에서 거푸집 자재 정리 작업 중, 굴착사면에서 발생한 낙석에 충돌하여 사망. "
104,AC-B-00104,교량 상부에서 작업 중 추락 (사망 1명),"  철도용 교량 상부에서 빔(Beam) 부재의 수평 단차 확인 작업 중, 수직 이동 통로로 이용한 달대비계를 들어 올린 순간, 달대비계(중량 약 65kg)와 함께 추락(약12m)하여 사망. ","교량 상부에서 작업 중 추락 (사망 1명),  철도용 교량 상부에서 빔(Beam) 부재의 수평 단차 확인 작업 중, 수직 이동 통로로 이용한 달대비계를 들어 올린 순간, 달대비계(중량 약 65kg)와 함께 추락(약12m)하여 사망. "
105,AC-B-00105,"보일러 정비작업 중 시스템 비계 도괴 (사망 2명, 부상 11명)","발전용 설비(보일러) 내부에서 정비작업 중, 이동 통로 및 작업 발판용도로 설치된 시스템 비계(16.5m×16.5×46.9m)가 도괴되어, 작업중이던 근로자 2명 사망, 11명 부상. ","보일러 정비작업 중 시스템 비계 도괴 (사망 2명, 부상 11명),발전용 설비(보일러) 내부에서 정비작업 중, 이동 통로 및 작업 발판용도로 설치된 시스템 비계(16.5m×16.5×46.9m)가 도괴되어, 작업중이던 근로자 2명 사망, 11명 부상. "
106,AC-B-00106,철골 부재(기둥과 보) 전도 (사망 2명),설치된 철골 부재(기둥과 보)가 연쇄적으로 전도되면서 부근에서 자재정리 작업 중이던 근로자와 부지정리 작업 중이던 백호우 운전원을 덮쳐2명 모두 사망. ,"철골 부재(기둥과 보) 전도 (사망 2명),설치된 철골 부재(기둥과 보)가 연쇄적으로 전도되면서 부근에서 자재정리 작업 중이던 근로자와 부지정리 작업 중이던 백호우 운전원을 덮쳐2명 모두 사망. "
107,AC-B-00107,"하수관로 부설 작업 중 지반과 돌담 붕괴(사망 1명, 부상 2명)","  백호우(0.3W)로 굴착작업을 완료한 후, 작업자 4명이 바닥 정지(整地)작업 및 하수관로 부설작업 중 지반(사질토)과 상부의 돌담이 굴착구간내부로 붕괴되면서 2명 부상, 1명 사망한 재해임 ","하수관로 부설 작업 중 지반과 돌담 붕괴(사망 1명, 부상 2명),  백호우(0.3W)로 굴착작업을 완료한 후, 작업자 4명이 바닥 정지(整地)작업 및 하수관로 부설작업 중 지반(사질토)과 상부의 돌담이 굴착구간내부로 붕괴되면서 2명 부상, 1명 사망한 재해임 "
108,AC-B-00108,"고소작업대에 탑승하여 작업 중 추락(사망 2명, 부상 1명)","근로자 3명이 고소작업대를 이용하여 아파트 12층 외벽의 균열보수 작업중, 갑자기 붐(Boom)이 5층 높이까지 접히면서 2명 사망(추락), 1명 부상한 재해임 ","고소작업대에 탑승하여 작업 중 추락(사망 2명, 부상 1명),근로자 3명이 고소작업대를 이용하여 아파트 12층 외벽의 균열보수 작업중, 갑자기 붐(Boom)이 5층 높이까지 접히면서 2명 사망(추락), 1명 부상한 재해임 "
109,AC-B-00109,경사면 굴착 작업 중 낙석에 충돌하여 사망(사망 2명),"경사면에서 굴착 및 반출(파쇄암, 토사)작업 중에 낙석이 발생되면서, 하부에서 낙석 방호시설 보수작업 중이던 근로자 2명이 낙석에 충돌하여 사망","경사면 굴착 작업 중 낙석에 충돌하여 사망(사망 2명),경사면에서 굴착 및 반출(파쇄암, 토사)작업 중에 낙석이 발생되면서, 하부에서 낙석 방호시설 보수작업 중이던 근로자 2명이 낙석에 충돌하여 사망"
110,AC-B-00110,"빌딩 철거공사 중 바닥 슬래브 붕괴(사망1명, 부상1명)","굴삭기(버킷 용량 1.0㎥)로 지상 7층 건물 해체 중 슬래브 일부(약 3.5m x 10m)가 적재된 해체물 중량과 반복적으로 부가된 작업 충격하중 등을 견디지 못하고 내려앉으면서 지상 1층까지 순차적으로 붕괴, 피재자 2명이 지상 1층으로 추락 매몰되어 1명(지상 7층에서 살수작업)은 부상, 1명(지상 3층에서 작업)은 사망한 재해임. ","빌딩 철거공사 중 바닥 슬래브 붕괴(사망1명, 부상1명),굴삭기(버킷 용량 1.0㎥)로 지상 7층 건물 해체 중 슬래브 일부(약 3.5m x 10m)가 적재된 해체물 중량과 반복적으로 부가된 작업 충격하중 등을 견디지 못하고 내려앉으면서 지상 1층까지 순차적으로 붕괴, 피재자 2명이 지상 1층으로 추락 매몰되어 1명(지상 7층에서 살수작업)은 부상, 1명(지상 3층에서 작업)은 사망한 재해임. "
111,AC-B-00111,교량 슬래브 하면 정리작업 중 작업대 탈락(사망 2명),도로 현장 접속교량에서 피재자 2명이 작업대차에 탑승하여 캔틸레버 슬래브 하면 크랙보수 등의 정리 작업 중 우수관에 간섭된 대차 부재 일부를 산소절단기로 절단하는 순간 작업대가 탑승하중을 견디지 못하고 탈락되면서 지상바닥으로 추락(H≒35m) 사망한 재해임. ,"교량 슬래브 하면 정리작업 중 작업대 탈락(사망 2명),도로 현장 접속교량에서 피재자 2명이 작업대차에 탑승하여 캔틸레버 슬래브 하면 크랙보수 등의 정리 작업 중 우수관에 간섭된 대차 부재 일부를 산소절단기로 절단하는 순간 작업대가 탑승하중을 견디지 못하고 탈락되면서 지상바닥으로 추락(H≒35m) 사망한 재해임. "
112,AC-B-00112,"철골 설치 작업 중 가조립부분이 탈락되어 추락(사망1명, 부상1명)","  캐노피 부분 철골 설치를 위하여, 피재자 2명이 가조립된 철골 부재(캐노피용) 상부에서 작업 중에, 가조립된 부분이 탈락되면서 피재자 2명이 추락하여 1명 사망, 1명 부상한 재해임. ","철골 설치 작업 중 가조립부분이 탈락되어 추락(사망1명, 부상1명),  캐노피 부분 철골 설치를 위하여, 피재자 2명이 가조립된 철골 부재(캐노피용) 상부에서 작업 중에, 가조립된 부분이 탈락되면서 피재자 2명이 추락하여 1명 사망, 1명 부상한 재해임. "
113,AC-B-00113,교량 슬래브 하면 정리작업 중 작업대 탈락(사망 2명),도로 현장 접속교량에서 피재자 2명이 작업대차에 탑승하여 캔틸레버 슬래브 하면 크랙보수 등의 정리 작업 중 우수관에 간섭된 대차 부재 일부를 산소절단기로 절단하는 순간 작업대가 탑승하중을 견디지 못하고 탈락되면서 지상바닥으로 추락(H≒35m) 사망한 재해임. ,"교량 슬래브 하면 정리작업 중 작업대 탈락(사망 2명),도로 현장 접속교량에서 피재자 2명이 작업대차에 탑승하여 캔틸레버 슬래브 하면 크랙보수 등의 정리 작업 중 우수관에 간섭된 대차 부재 일부를 산소절단기로 절단하는 순간 작업대가 탑승하중을 견디지 못하고 탈락되면서 지상바닥으로 추락(H≒35m) 사망한 재해임. "
114,AC-B-00114,송전전공이 철탑(154kv) 조립 작업 중 실족하여 추락(사망 1명),피재자가 지상 32m 지점의 철탑 수평 부재 위에서 수직 주주재(후면 28번) 연결 작업을 하던 중 실족하여 바닥으로 수직 주주재와 함께 추락(h≒32m) 하여 사망한 재해임. - 자세한 내용은 첨부파일 참,"송전전공이 철탑(154kv) 조립 작업 중 실족하여 추락(사망 1명),피재자가 지상 32m 지점의 철탑 수평 부재 위에서 수직 주주재(후면 28번) 연결 작업을 하던 중 실족하여 바닥으로 수직 주주재와 함께 추락(h≒32m) 하여 사망한 재해임. - 자세한 내용은 첨부파일 참"
115,AC-B-00115,타워크레인 해체작업 중 추락(사망 1명),피재자가 타워크레인 마스트 위에서 텔레스코핑 케이지 작업발판을 해체하고 이동하던 중 실족하여 지하 2층 콘크리트 바닥으로 추락(H≒24m)하여 사망한 재해임. - 자세한 내용은 첨부파일 참,"타워크레인 해체작업 중 추락(사망 1명),피재자가 타워크레인 마스트 위에서 텔레스코핑 케이지 작업발판을 해체하고 이동하던 중 실족하여 지하 2층 콘크리트 바닥으로 추락(H≒24m)하여 사망한 재해임. - 자세한 내용은 첨부파일 참"
116,AC-B-00116,경사지붕 방수작업 중 고소작업차에서 추락(사망 1명),"피재자가 동료 작업자와 강당동 경사지붕 방수작업을 위한 사전작업으로 고소작업차의 작업대에 탑승하여 합판 부착작업을 수행하던 중 작업장소를 이동하기위해 작업대를 상승시키려는 순간 지붕 돌출물에 걸려있던 작업대가 분리되면서지붕면에서 이탈되어 지붕면과 작업대 사이 공간으로 몸의 균형을 잃고 빠지면서약 23m 아래 지상 바닥으로 추락, 사망한 재해임.  - 자세한 내용은 첨부파일 참","경사지붕 방수작업 중 고소작업차에서 추락(사망 1명),피재자가 동료 작업자와 강당동 경사지붕 방수작업을 위한 사전작업으로 고소작업차의 작업대에 탑승하여 합판 부착작업을 수행하던 중 작업장소를 이동하기위해 작업대를 상승시키려는 순간 지붕 돌출물에 걸려있던 작업대가 분리되면서지붕면에서 이탈되어 지붕면과 작업대 사이 공간으로 몸의 균형을 잃고 빠지면서약 23m 아래 지상 바닥으로 추락, 사망한 재해임.  - 자세한 내용은 첨부파일 참"
117,AC-B-00117,주상복합빌딩 신축현장에서 PRD Pile 작업 중 천공기 전도(시민 사망1..,"주상복합빌딩 신축 현장에서 천공기로 PRD Pile 시공 중 케이싱(D800)을 인발하여 회전하려 하였으나 장소(도로 옹벽 측)가 협소하여 회전이 곤란하자 천공기를 후진하면서 케이싱을 내리던 중 기존 강관과 충돌하여 천공기(하중 105톤, 리더 높이 약 30m)가 균형을 잃고 인접도로(8차선) 측으로 넘어져 지나가던 통행인 3명이 부상당하고 승용차 한 대가 깔려 탑승자 1명이 사망하는 사고 발","주상복합빌딩 신축현장에서 PRD Pile 작업 중 천공기 전도(시민 사망1..,주상복합빌딩 신축 현장에서 천공기로 PRD Pile 시공 중 케이싱(D800)을 인발하여 회전하려 하였으나 장소(도로 옹벽 측)가 협소하여 회전이 곤란하자 천공기를 후진하면서 케이싱을 내리던 중 기존 강관과 충돌하여 천공기(하중 105톤, 리더 높이 약 30m)가 균형을 잃고 인접도로(8차선) 측으로 넘어져 지나가던 통행인 3명이 부상당하고 승용차 한 대가 깔려 탑승자 1명이 사망하는 사고 발"
